98000009-rnf14
98000011-srrm2
98000012-mob2
98000023-aatf
98000028-adppt
98000034-phf3
98000039-sfswa
98000041-tim8a
98000044-fa58a
98000045-ephb2
98000052-dpoe2
98000061-unknown-1
98000069-strc
98000075-plac8
98000076-unknown-2
98000078-wbs16
98000079-vwa3b
98000080-unknown-3
98000084-vp26b
98000085-stx8
98000094-tmm35
98000095-tmm56
98000109-spns1
98000111-ttc36
98000112-pk1l2
98000115-unknown-4
98000125-rs7
98000128-unknown-5
98000134-unknown-6
98000135-glym
98000138-net3
98000140-rsgi5
98000144-galr1
98000148-herc4
98000150-unknown-7
98000152-unknown-8
98000156-rrp5
98000170-serc3
98000175-ephx4
98000178-paxi1
98000183-s6a15
98000186-s39a1
98000187-unknown-9
98000188-star
98000191-ppr36
98000193-tri59
98000212-rl13a
98000215-s18b1
98000218-ncoa1
98000224-ppm1h
98000233-pacs1
98000246-met16
98000253-mrm1
98000254-med7
98000260-dctn5
98000261-vatl
98000266-aadat
98000273-acsf2
98000275-unknown-10
98000282-znf91
98000284-capzb
98000290-tmem9
98000296-akap1
98000297-mppd1
98000304-acy1
98000339-abca2
98000346-eea1
98000350-wee1
98000351-mdhc
98000356-usb1
98000360-prg4
98000370-txd11
98000371-prcc
98000383-rla2
98000388-psmd6
98000396-exo1
98000398-ing4
98000409-cndd3
98000410-adgb
98000414-plpl8
98000440-prkdc
98000443-unknown-11
98000452-ca2d2
98000454-glu2b
98000455-wnt2
98000461-ap1s2
98000468-srbd1
98000469-dend3
98000472-ddah1
98000475-k1468
98000476-xaf1
98000482-unknown-12
98000485-pinx1
98000487-snp25
98000496-unknown-13
98000501-sk2l2
98000504-acph
98000505-cp062
98000531-s10a1
98000539-pap1l
98000540-unknown-14
98000552-klf2
98000555-kcnt2
98000562-erf3a
98000564-s22a5
98000565-nac3
98000567-dc4l1
98000570-tspoa
98000575-unc5c
98000579-wash2
98000580-gtpb2
98000585-gnas2
98000587-pp2bc
98000593-kdm7
98000594-tpp1
98000597-galr2
98000607-amd
98000629-ttc12
98000631-gp112
98000634-mtr1l
98000641-adxl
98000644-thim
98000650-s22a4
98000651-pja2
98000655-a2mg
98000661-gp139
98000673-sidt1
98000678-pgbm
98000683-pdcl3
98000688-rm51
98000689-unknown-15
98000690-hpgds
98000691-fbt1
98000694-ube2s
98000702-phf19
98000704-cb070
98000716-utp23
98000717-ttc37
98000724-kcnk4
98000742-etv1
98000744-tf7l2
98000751-acpm
98000752-myt1
98000759-unknown-16
98000761-adk
98000768-gtpb3
98000770-po210
98000773-rev1
98000781-gapr1
98000787-gbrd
98000803-cotl1
98000815-unknown-17
98000817-stom
98000823-cnr11
98000824-ptps
98000829-dhrs1
98000834-fhl3
98000835-nmna3
98000845-cd38
98000846-bakor
98000848-psf2
98000851-ddc
98000858-fiba
98000859-s17a5
98000868-armc1
98000872-unknown-18
98000876-s17a5-2
98000877-znf76
98000883-tom40
98000889-arpc4
98000898-tenx
98000907-dnjc4
98000911-s39a1-2
98000925-ct112
98000931-lap4b
98000943-blnk
98000945-dcam
98000949-acsm1
98000956-unknown-19
98000957-ece2
98000963-nek10
98000967-rgs22
98000980-gga1
98000981-sft2b
98000997-tilb
98000998-muc18
98001007-nr2c2
98001008-horm1
98001012-ub2v1
98001013-trpm6
98001014-gp112-2
98001018-tm206
98001031-pg12a
98001044-unknown-20
98001053-imdh1
98001060-mfsd8
98001063-unknown-21
98001069-zn235
98001077-tep1
98001079-stom-2
98001080-vata
98001088-ptn11
98001093-cyc
98001099-sgpl1
98001101-hpln1
98001102-vezf1
98001105-rund1
98001107-pld1
98001108-s22a3
98001110-nup98
98001112-vinc
98001129-unknown-22
98001138-ggt7
98001139-dnsl3
98001140-unknown-23
98001146-unknown-24
98001152-unknown-25
98001163-snpc4
98001167-rl18a
98001169-asnd1
98001176-thoc1
98001181-rs15
98001184-nckp1
98001192-rab3c
98001193-sir1
98001201-s18b1-2
98001208-pctl
98001210-alg6
98001220-git2
98001221-cp2c8
98001225-ggt3
98001228-s22a1
98001230-lama2
98001231-sap3
98001242-atx3
98001243-unknown-26
98001247-unknown-27
98001253-arfg1
98001263-zn318
98001269-snx13
98001273-s45a2
98001276-zfx
98001283-faaa
98001284-rptor
98001292-cd63
98001297-lptd
98001303-cptp
98001306-tbx2
98001329-m1ap
98001336-unknown-28
98001345-cp080
98001350-gpcp1
98001357-eif3m
98001370-unknown-29
98001371-dicer
98001382-st1c2
98001389-kcnt2-2
98001391-unknown-30
98001393-med27
98001398-ssr5
98001403-c1glt
98001410-unknown-31
98001412-ube2a
98001415-fmo2
98001416-src
98001418-anxa6
98001419-syt7
98001422-robo1
98001424-bak
98001426-dom3z
98001427-ndk7
98001435-tc1d2
98001439-grm7
98001445-unknown-32
98001448-agrin
98001453-sytl5
98001454-dmxl1
98001460-ats16
98001464-wbs27
98001467-ppal
98001473-f16a1
98001476-unknown-33
98001493-cpsf1
98001498-cyb5
98001499-ktap2
98001501-so4a1
98001507-yqk1
98001510-unknown-34
98001514-ccd37
98001515-bl1s2
98001517-rbm39
98001521-abca3
98001522-arp19
98001529-txnd3
98001532-ssna1
98001533-kcd15
98001539-uck2
98001541-zhang
98001548-rt11
98001550-cc147
98001556-ks6c1
98001557-tmco4
98001561-unknown-35
98001563-kad
98001574-odf3a
98001576-tm104
98001577-rp1bl
98001587-tfb2m
98001588-s6a17
98001590-nfyc
98001597-thtm
98001603-unknown-36
98001604-corin
98001607-hnrl1
98001617-eaa2
98001622-sc5ac
98001625-sia4c
98001645-ttc26
98001652-acsf2-2
98001653-dyh6
98001662-ilk
98001664-ud3a1
98001665-s61a2
98001678-plpl9
98001683-pk3cd
98001686-fxl20
98001689-fxdc2
98001707-zf64a
98001710-cg063
98001712-raly
98001717-arf1
98001726-p2ry1
98001735-exoc6
98001736-npff2
98001740-rn123
98001741-tpc
98001743-unknown-37
98001744-wipi4
98001747-rs3a
98001751-sycm
98001754-unknown-38
98001765-unknown-39
98001770-rbm45
98001773-fads2
98001774-ube2c
98001780-kt3k
98001781-mrp7
98001782-dyh6-2
98001784-saal1
98001787-sytl1
98001791-aaad
98001792-s26a6
98001795-efcb6
98001800-cybr1
98001803-sart3
98001810-ermp1
98001812-nhrf2
98001814-pex6
98001821-sbno1
98001831-leg4
98001852-marf
98001854-t11l1
98001868-dce1
98001871-s17a5-3
98001888-tbb4b
98001892-unknown-40
98001893-zswm8
98001895-hpca
98001901-unknown-41
98001903-unknown-42
98001905-ube2u
98001908-unknown-43
98001913-rdh13
98001915-panx2
98001916-mtu1
98001917-eea1-2
98001925-lrrt3
98001926-ifrd1
98001934-fbt1-2
98001941-dnjc8
98001948-cerk1
98001949-zn234
98001951-nckx5
98001965-krt84
98001966-f172a
98001975-ppt2
98001977-rpgf2
98001984-zbt48
98001993-calm
98001996-tm206-2
98001997-rpgf4
98002004-phlb1
98002014-efcb6-2
98002016-or2j1
98002022-dram2
98002023-axdn1
98002025-s35b2
98002029-wdr35
98002031-tri33
98002044-tm7s3
98002046-unknown-44
98002047-xrcc3
98002053-arp3b
98002058-gatb
98002060-unknown-45
98002061-kinh
98002070-cyfp2
98002073-adf1
98002075-tri56
98002082-unknown-46
98002084-vglu2
98002105-calm-2
98002106-tgfr1
98002128-ahnk
98002139-unknown-47
98002153-stpap
98002164-unknown-48
98002172-unknown-49
98002183-anpra
98002188-gria2
98002201-unknown-50
98002210-s35d3
98002213-ulk2
98002216-atg2a
98002218-pstk
98002228-stx12
98002234-gpan1
98002236-casp7
98002258-birc2
98002261-upl3
98002262-den5b
98002277-itih1
98002278-rl24
98002284-dus22
98002288-camp1
98002290-fakd3
98002295-brd8
98002301-sgcd
98002303-unknown-51
98002304-djc21
98002308-apex1
98002317-unknown-52
98002328-rpb2
98002329-qcr1
98002330-f161b
98002332-tri65
98002338-s35f5
98002343-unknown-53
98002348-phkg2
98002349-unknown-54
98002350-fbt3
98002352-spon1
98002357-cc74b
98002364-tbb4b-2
98002374-fhl2
98002375-rap2b
98002376-rab7a
98002377-ubp37
98002379-inp5e
98002383-metn
98002388-ks6a2
98002400-rad3
98002406-muc5a
98002411-lepr
98002412-aakb1
98002413-cox5a
98002418-unknown-55
98002424-trpm8
98002425-s17a5-4
98002429-arl1
98002434-unknown-56
98002437-unknown-57
98002443-cpas1
98002447-tada1
98002455-unknown-58
98002456-gnai1
98002458-prpk
98002464-trpm2
98002474-cpt1a
98002477-crol3
98002481-bpi
98002482-rhbl4
98002489-cant1
98002494-emc1
98002500-calm-3
98002508-srsf4
98002513-unknown-59
98002514-deoc
98002518-exos4
98002525-ap1b1
98002531-xrra1
98002532-mycbp
98002538-emc10
98002542-fem1b
98002550-dok7
98002551-atd3b
98002554-kpb1
98002555-cu002
98002560-npdc1
98002564-grn
98002567-eltd1
98002568-cope
98002576-comda
98002588-phf3-2
98002594-sat2
98002600-erg24
98002602-tm115
98002609-sav1
98002615-cnpy2
98002616-cskp
98002619-nudt9
98002620-ef1g
98002634-tm248
98002635-argr
98002636-mfng
98002647-pai2b
98002667-ub2d3
98002671-ttc1
98002675-unknown-60
98002680-suz12
98002683-hmcn1
98002690-thoc1-2
98002700-unknown-61
98002703-cby1
98002711-glra1
98002713-zn423
98002716-smad7
98002725-unknown-62
98002730-lphn3
98002732-lcap
98002733-zn277
98002740-unknown-63
98002745-f120b
98002747-unknown-64
98002749-gpt
98002750-cpt1a-2
98002760-met12
98002763-alg5
98002765-dus18
98002769-unknown-65
98002770-sox21
98002775-unknown-66
98002776-unknown-67
98002782-apba1
98002786-itb3
98002799-if1ax
98002801-cxcr4
98002803-ru2b
98002815-unknown-68
98002816-gab3
98002820-hexi1
98002821-unknown-69
98002830-nek1
98002858-tm63a
98002859-flvc1
98002872-atx1
98002874-lect2
98002875-fggy
98002876-unknown-70
98002877-m3k4
98002879-ric1
98002884-mfs11
98002891-rnf13
98002892-ganc
98002896-cb071
98002897-facr1
98002910-twf1
98002911-syic
98002913-ddah1-2
98002917-a1cf
98002922-bmt1
98002934-snx33
98002935-nhr19
98002950-kdis
98002958-unknown-71
98002981-tenx-2
98002986-s23a2
98002994-cenpt
98002998-tarb1
98003001-rbm38
98003005-mcaf1
98003012-pin1
98003018-wdr61
98003032-als2
98003034-mfsd8-2
98003035-sodm
98003044-tc1d1
98003045-hs105
98003050-npl4
98003054-msi1h
98003055-pten
98003059-clc4a
98003067-csdc2
98003070-t185b
98003071-ucri
98003077-ubb
98003083-mscl
98003085-trpm5
98003089-golp3
98003099-zf64b
98003110-zic2
98003119-tpc2l
98003120-rb22a
98003123-clip1
98003128-rm41
98003137-fwch1
98003149-tri47
98003151-unknown-72
98003152-gtr3
98003153-aktip
98003155-unknown-73
98003158-unknown-74
98003159-cpne8
98003161-mbnl3
98003170-unknown-75
98003173-kbp
98003177-plcb
98003184-dcup
98003185-stom-3
98003186-cntrl
98003188-mdga2
98003195-catz
98003203-rm14
98003212-cp070
98003215-npc2
98003216-pak3
98003219-tri15
98003223-dcxr
98003224-tri45
98003230-ank2
98003235-unknown-76
98003241-twsg1
98003243-ud16
98003247-rxrg
98003257-call3
98003262-ryr2
98003280-six6
98003284-unknown-77
98003287-twst2
98003288-atla1
98003291-tprg1
98003297-k895l
98003298-rb11a
98003308-ap5m1
98003314-s27a4
98003321-anxa5
98003322-cds2
98003329-abheb
98003349-co6a6
98003350-cecr5
98003358-rab1a
98003361-pex5
98003365-sbp2l
98003370-kap3
98003375-gale
98003392-unknown-78
98003394-rl4
98003395-krit1
98003401-cd38-2
98003403-facr1-2
98003406-arf1-2
98003407-samh1
98003409-celr3
98003410-st1c4
98003411-haox2
98003413-mk67i
98003421-s18b1-3
98003427-irx6
98003429-aar2
98003432-unknown-79
98003433-sc5a7
98003439-sc6a7
98003440-rl10
98003442-med4
98003444-cep19
98003449-zn655
98003470-taf6
98003476-cdc5l
98003478-wdr49
98003479-inhba
98003482-tri50
98003489-ima3
98003491-cnfn
98003510-unknown-80
98003511-ctbl1
98003512-dnal1
98003518-rdh11
98003528-arpc5
98003541-unknown-81
98003542-wdr90
98003553-so2a1
98003558-unknown-82
98003563-tppb
98003573-unknown-83
98003583-prp8
98003595-nfu1
98003606-mk03
98003616-scmc1
98003618-fyco1
98003619-dd3
98003635-srgp1
98003636-cpt1b
98003647-unknown-84
98003657-glt10
98003662-rl8
98003663-ric3
98003664-mrp1
98003675-pparg
98003681-rhbt2
98003683-tigd2
98003690-spcs3
98003691-cp2b6
98003692-thum1
98003709-dph7
98003712-sfxn5
98003719-slirp
98003721-unknown-85
98003723-mrc1
98003724-vwa3b-2
98003726-unknown-86
98003728-rfa2
98003729-unknown-87
98003734-xylt2
98003740-lpar4
98003748-panx2-2
98003749-unknown-88
98003752-amra1
98003764-acer1
98003773-pr38b
98003774-cd38-3
98003775-nac1
98003781-pkhs1
98003783-hrh2
98003786-jard2
98003789-wipi3
98003797-mcu
98003805-rab10
98003812-gels
98003815-noc2l
98003822-unknown-89
98003823-lpp1
98003825-unknown-90
98003826-co026
98003837-lrc49
98003842-tean2
98003851-cchl
98003853-dlx1
98003863-aa2br
98003867-ascc3
98003872-alp1
98003878-oit3
98003885-dym
98003888-gcp4
98003890-mtr1a
98003901-abhdb
98003911-cc28b
98003918-rbp2
98003922-wdr5
98003929-kcrs
98003942-utro
98003957-gbrg2
98003960-atg12
98003967-tri39
98003968-stom-4
98003972-cecr2
98003977-aph1a
98003979-scoc
98003980-y531
98003996-tbb4a
98004004-6pgd
98004005-unknown-91
98004014-utp15
98004016-unknown-92
98004019-mlf2
98004030-acm2
98004033-cox10
98004036-djc12
98004039-smad3
98004042-tmtc2
98004045-tm45b
98004046-gscr2
98004055-cdc45
98004059-unknown-93
98004061-ddx46
98004064-srsf7
98004075-rnz1
98004087-wdr65
98004088-ttc4
98004089-xpot
98004093-unknown-94
98004104-acs2l
98004107-tpc13
98004115-ubr2
98004117-cdip1
98004121-metk
98004122-ut14a
98004124-cpt2
98004130-psba2
98004132-melk
98004133-fanca
98004140-exd2
98004146-ddah1-3
98004147-unknown-95
98004157-co4a2
98004160-nova2
98004164-znf34
98004170-nk2r
98004175-wbs27-2
98004178-gcc2
98004185-calr
98004189-iqub
98004192-trpm1
98004194-int7
98004197-elav2
98004226-flot2
98004227-kdm5a
98004230-mfs2a
98004231-unknown-96
98004232-gbrb2
98004243-nrde2
98004249-mgat1
98004251-unknown-97
98004256-unknown-98
98004257-gbrb3
98004259-slc31
98004260-wdr20
98004261-nup62
98004270-hpcl1
98004277-smca5
98004284-unknown-99
98004287-unknown-100
98004290-clic5
98004293-unknown-101
98004294-panx2-3
98004300-bin3
98004307-ncln
98004311-at131
98004315-sun1
98004316-sptcs
98004321-nckx5-2
98004325-cd209
98004327-gbrr1
98004329-naa35
98004340-unknown-102
98004343-fbw1b
98004346-pthd3
98004347-tmed3
98004356-unknown-103
98004359-atla2
98004370-mns1
98004382-unknown-104
98004388-ant1
98004389-unknown-105
98004391-cerk1-2
98004405-g3p
98004406-asic2
98004407-fsd2
98004412-s52a3
98004413-ten2
98004417-arnt
98004420-enpp4
98004423-vps45
98004424-mpip1
98004426-fyco1-2
98004437-csn3
98004438-drd2l
98004448-met14
98004456-p
98004461-unc52
98004462-s6a19
98004470-foxl1
98004491-mfsd7
98004497-unknown-106
98004503-f133a
98004506-paxb1
98004518-hem0
98004524-nf2l1
98004529-desi1
98004532-rrp44
98004537-wap53
98004539-psa6
98004542-bioc
98004544-y1819
98004545-rpab3
98004557-anprb
98004562-kcnh1
98004573-catz-2
98004604-trim3
98004613-lst2
98004618-zfr2
98004621-shc1
98004631-nud15
98004632-fbt4
98004649-tm206-3
98004664-isy1
98004666-dyh11
98004686-dok7-2
98004690-sta5a
98004696-irk12
98004704-rpc5
98004709-unknown-107
98004713-tspoa-2
98004716-traf3
98004717-aces
98004725-tf3a
98004726-fhl2-2
98004731-djc30
98004734-duox2
98004736-twf2
98004737-unknown-108
98004738-elov5
98004755-wasf3
98004756-ud3a1-2
98004773-g45ip
98004774-wdhd1
98004777-ddtl
98004787-pyrd1
98004795-unknown-109
98004798-lat1
98004799-dns2b
98004801-hgfl
98004804-amy1
98004808-rl23
98004810-plcx2
98004816-pb1
98004818-co4a2-2
98004824-s18b1-4
98004832-nr6a1
98004834-tigd3
98004858-grin2
98004860-unknown-110
98004872-unknown-111
